"","Event","Latitude","Longitude","Date.Time","Depth.water..m.","Press..dbar.","Temp....C.","Sal","Substrate","Subtransect","Dive.no","Morphospecies....","Cnidaria....","Arthropoda....","Bryozoa....","Chordata....","Echinod....","Porifera....","Foram.plankt....","Invert.other....","H.","J.","S","FOV.camera..m.","Slope..deg."
"138","TOSCA_ROV05",56.88322,58.13278,"2018-05-25",1690.93,1679.46,3.54,34.92,"biogenic gravels",140,5,135,12,0,0,5,44,74,0,0,2.233,0.722,22,3.96,38.56
"139","TOSCA_ROV05",56.8818,58.13297,"2018-05-25",1680.25,1676.57,3.55,34.92,"biogenic gravels",141,5,32,1,0,0,2,21,8,0,0,1.168,0.6,7,2.12,35.65
"140","TOSCA_ROV05",56.88006,58.13302,"2018-05-25",1657.7,1665.64,3.57,34.91,"boulders",142,5,3,1,0,0,0,2,0,0,0,0.637,0.918,2,4.01,41.44
"141","TOSCA_ROV05",56.87901,58.13304,"2018-05-25",1657.7,1643.76,3.59,34.9,"bedrock",143,5,169,75,0,0,2,75,17,0,0,1.916,0.64,20,3.66,41.44
"142","TOSCA_ROV05",56.87611,58.13309,"2018-05-25",1630.56,1609.4,3.59,34.9,"bedrock",144,5,335,58,3,0,0,148,126,0,0,2.429,0.714,30,3.43,44.68
"143","TOSCA_ROV05",56.87393,58.13308,"2018-05-25",1601.36,1588.24,3.59,34.9,"bedrock",145,5,119,31,0,0,1,31,56,0,0,2.199,0.747,19,4.72,37.34
"144","TOSCA_ROV05",56.8708,58.13312,"2018-05-25",1594.56,1571.74,3.59,34.9,"bedrock",146,5,77,27,0,0,7,26,17,0,0,2.162,0.763,17,4.88,37.25
"145","TOSCA_ROV05",56.86906,58.13313,"2018-05-25",1566.1,1558.76,3.59,34.9,"bedrock",147,5,92,12,1,0,4,48,27,0,0,2.327,0.714,26,3.19,46.8
"146","TOSCA_ROV05",56.8671,58.13318,"2018-05-25",1566.1,1557.56,3.59,34.9,"biogenic gravels",148,5,44,7,0,0,1,30,6,0,0,1.458,0.569,13,3.37,46.8
"147","TOSCA_ROV05",56.86448,58.13327,"2018-05-25",1524.5,1548.02,3.59,34.9,"biogenic gravels",149,5,29,4,0,0,1,14,10,0,0,2.268,0.838,15,3.93,47.18
"148","TOSCA_ROV05",56.86383,58.13328,"2018-05-25",1524.5,1547.67,3.59,34.9,"bedrock",150,5,12,8,0,0,1,2,1,0,0,1.474,0.822,6,3.69,47.18
"149","TOSCA_ROV05",56.86268,58.13328,"2018-05-25",1517.23,1501.62,3.59,34.9,"bedrock",151,5,61,15,0,0,2,37,7,0,0,1.984,0.716,16,4.33,44
"150","TOSCA_ROV05",56.86011,58.13336,"2018-05-25",1480,1459.4,3.59,34.89,"bedrock",152,5,118,41,0,0,5,34,33,0,5,2.723,0.857,24,5.22,41.47
"151","TOSCA_ROV05",56.85778,58.13343,"2018-05-25",1480,1431.13,3.59,34.89,"biogenic gravels",153,5,117,18,0,0,12,45,39,0,3,2.869,0.82,33,4.35,41.47
"152","TOSCA_ROV05",56.85595,58.13339,"2018-05-25",1467.2,1400.47,3.6,34.89,"bedrock",154,5,78,2,0,0,9,22,45,0,0,2.244,0.809,16,3.8,41
"153","TOSCA_ROV05",56.85465,58.13338,"2018-05-25",1467.2,1369.15,3.6,34.89,"bedrock",155,5,133,27,0,0,4,78,24,0,0,1.862,0.622,20,3.59,41
"154","TOSCA_ROV05",56.85224,58.13336,"2018-05-25",1453.03,1344.32,3.6,34.89,"biogenic gravels",156,5,141,9,0,0,4,28,100,0,0,2.758,0.819,29,4.74,53.12
"155","TOSCA_ROV05",56.84921,58.13334,"2018-05-25",1394.82,1322.21,3.61,34.89,"biogenic gravels",157,5,222,53,0,0,9,61,99,0,0,2.51,0.738,30,4.88,47.38
"156","TOSCA_ROV05",56.84683,58.13341,"2018-05-25",1394.13,1298.54,3.6,34.89,"bedrock",158,5,355,102,0,0,10,119,124,0,0,2.296,0.657,33,5.37,46.75
"157","TOSCA_ROV05",56.84338,58.1335,"2018-05-25",1343.37,1273.76,3.62,34.89,"bedrock",159,5,418,193,0,0,2,112,111,0,0,1.794,0.544,27,4.32,44.55
"158","TOSCA_ROV05",56.84042,58.1336,"2018-05-25",1323.8,1257.07,3.63,34.89,"bedrock",160,5,89,38,0,0,4,14,33,0,0,2.171,0.737,19,4.19,40.47
"159","TOSCA_ROV05",56.83741,58.1335,"2018-05-25",1330.11,1235.42,3.62,34.89,"bedrock",161,5,123,45,0,0,2,60,16,0,0,1.97,0.62,24,4.01,44.28
"160","TOSCA_ROV05",56.83495,58.13354,"2018-05-25",1283.57,1218.61,3.64,34.89,"bedrock",162,5,91,20,0,0,7,28,36,0,0,2.576,0.791,26,3.82,31.82
"161","TOSCA_ROV05",56.83275,58.13358,"2018-05-25",1276.92,1218.56,3.63,34.89,"biogenic gravels",163,5,240,20,0,0,1,114,105,0,0,2.045,0.601,30,3.79,40.4
"162","TOSCA_ROV05",56.82968,58.13356,"2018-05-25",1235.59,1218.61,3.63,34.89,"bedrock",164,5,217,13,0,0,16,60,128,0,0,2.104,0.597,34,5.96,45.36
"163","TOSCA_ROV05",56.82639,58.13357,"2018-05-25",1216.97,1213.63,3.62,34.89,"bedrock",165,5,393,93,0,0,8,153,139,0,0,1.977,0.565,33,2.93,44.49
"164","TOSCA_ROV05",56.82474,58.13354,"2018-05-25",1215.85,1184.47,3.59,34.89,"bedrock",166,5,327,49,0,0,4,188,86,0,0,2.059,0.589,33,3.49,42.1
"165","TOSCA_ROV05",56.82097,58.13347,"2018-05-25",1184.08,1174.01,3.59,34.89,"bedrock",167,5,362,52,0,0,3,172,135,0,0,2.096,0.616,30,6.14,30.7
"166","TOSCA_ROV05",56.81888,58.13345,"2018-05-25",1184.08,1156.25,3.59,34.89,"bedrock",168,5,52,7,0,0,1,32,12,0,0,1.371,0.659,8,4.79,30.7
"167","TOSCA_ROV05",56.81868,58.13347,"2018-05-25",1184.08,1140.35,3.59,34.89,"bedrock",169,5,62,7,0,0,1,37,17,0,0,1.753,0.632,16,5,30.7
"168","TOSCA_ROV05",56.81553,58.1335,"2018-05-25",1162.9,1124.32,3.58,34.89,"biogenic gravels",170,5,184,54,0,0,5,58,67,0,0,2.395,0.727,27,5.61,33.63
"169","TOSCA_ROV05",56.81304,58.13358,"2018-05-25",1131.41,1114.23,3.58,34.89,"sand",171,5,794,126,1,0,8,385,274,0,0,2.232,0.597,42,5.06,38.66
"170","TOSCA_ROV06",59.4991,57.97346,"2018-05-30",2871.36,2898.93,2.42,35.02,"boulders",176,6,45,0,0,0,0,13,32,0,0,1.703,0.775,9,3.88,9.73
"171","TOSCA_ROV06",59.49907,57.97376,"2018-05-30",2883,2901.4,2.89,34.96,"bedrock",177,6,80,0,0,1,1,16,62,0,0,1.8,0.649,16,3.05,12.91
"172","TOSCA_ROV06",59.50179,57.97407,"2018-05-30",2886.69,2915.3,2.91,34.94,"bedrock",178,6,33,0,0,0,0,8,25,0,0,1.831,0.764,11,3.36,3.08
"173","TOSCA_ROV06",59.50428,57.9743,"2018-05-30",2886.28,2908.66,2.92,34.94,"sand",179,6,88,0,1,0,0,13,74,0,0,1.332,0.606,9,2.9,4.58
"174","TOSCA_ROV06",59.5057,57.97459,"2018-05-30",2884.02,2883.23,2.92,34.94,"sand",180,6,159,1,3,2,0,22,131,0,0,1.848,0.652,17,4.66,17.23
"175","TOSCA_ROV06",59.50803,57.97506,"2018-05-30",2862.81,2869.88,2.92,34.94,"bedrock",181,6,23,0,0,2,1,6,14,0,0,2.148,0.865,12,4.77,28.53
"176","TOSCA_ROV06",59.50936,57.9753,"2018-05-30",2850.86,2863.09,2.92,34.94,"bedrock",182,6,45,0,0,0,0,0,45,0,0,0.926,0.576,5,3.4,21.39
"177","TOSCA_ROV06",59.51074,57.9755,"2018-05-30",2840.22,2848.68,2.93,34.94,"bedrock",183,6,22,0,0,1,0,3,18,0,0,1.37,0.704,7,4.41,14.4
"178","TOSCA_ROV06",59.51314,57.9759,"2018-05-30",2819.44,2829.98,2.93,34.94,"bedrock",184,6,67,2,3,7,1,5,48,1,0,1.866,0.707,14,4.58,20.09
"179","TOSCA_ROV06",59.51475,57.97619,"2018-05-30",2818.26,2824.24,2.93,34.94,"boulders",185,6,46,0,0,18,0,2,26,0,0,1.695,0.815,8,4.16,21.63
"180","TOSCA_ROV06",59.51592,57.97649,"2018-05-30",2804.47,2811.25,2.93,34.94,"bedrock",186,6,323,1,2,60,0,5,255,0,0,1.36,0.502,15,2.88,35.69
"181","TOSCA_ROV06",59.51679,57.97672,"2018-05-30",2776.31,2803.85,2.93,34.94,"bedrock",187,6,97,1,0,18,0,4,74,0,0,1.091,0.609,6,2.93,33.99
"182","TOSCA_ROV06",59.51788,57.97692,"2018-05-30",2776.31,2786.58,2.94,34.94,"bedrock",188,6,98,0,0,6,0,11,81,0,0,1.372,0.596,10,4.12,33.99
"183","TOSCA_ROV06",59.51809,57.97697,"2018-05-30",2765.66,2784.96,2.94,34.94,"bedrock",189,6,139,1,0,31,0,6,101,0,0,1.428,0.596,11,3.47,20.46
"184","TOSCA_ROV06",59.5197,57.97723,"2018-05-30",2759.64,2755.64,2.95,34.94,"boulders",190,6,419,5,0,86,0,11,317,0,0,1.597,0.533,20,3.05,5.59
"185","TOSCA_ROV06",59.52248,57.97762,"2018-05-30",2761.11,2730.2,2.97,34.94,"bedrock",191,6,468,0,0,47,0,18,403,0,0,1.497,0.528,17,3.16,39.81
"186","TOSCA_ROV06",59.52446,57.97796,"2018-05-30",2713.47,2698.7,2.98,34.93,"boulders",192,6,191,0,1,19,0,8,163,0,0,1.561,0.551,17,3.04,36.25
"187","TOSCA_ROV06",59.52585,57.97841,"2018-05-30",2719.37,2680.36,2.98,34.94,"boulders",193,6,167,0,1,34,0,6,126,0,0,2.131,0.737,18,3.31,27.5
"188","TOSCA_ROV06",59.52723,57.97875,"2018-05-30",2692.25,2670.16,2.98,34.93,"boulders",194,6,339,1,0,48,0,6,284,0,0,2.246,0.763,19,4.17,28.65
"189","TOSCA_ROV06",59.5288,57.97915,"2018-05-30",2653.98,2666.35,2.98,34.94,"bedrock",195,6,439,1,0,86,0,7,345,0,0,2.213,0.696,24,3.71,17.5
"190","TOSCA_ROV06",59.53185,57.97948,"2018-05-30",2652.94,2657.05,2.99,34.93,"boulders",196,6,370,1,0,93,0,5,271,0,0,2.088,0.697,20,4.63,20.9
"191","TOSCA_ROV06",59.53471,57.97976,"2018-05-30",2657.96,2658.91,2.99,34.93,"sand",197,6,341,0,2,69,1,5,264,0,0,2.234,0.703,24,3.44,19.14
"192","TOSCA_ROV06",59.53663,57.98013,"2018-05-30",2660.98,2658.65,2.99,34.94,"boulders",198,6,70,0,0,19,0,0,51,0,0,1.759,0.904,7,3.65,23.95
"193","TOSCA_ROV06",59.53873,57.98045,"2018-05-30",2638.08,2658.4,3,34.93,"sand",199,6,54,1,0,22,0,2,29,0,0,1.98,0.772,13,3.17,25.1
"194","TOSCA_ROV06",59.54061,57.98081,"2018-05-30",2667.82,2656.61,3,34.94,"sand",200,6,98,0,0,15,0,6,77,0,0,2.277,0.788,18,3.35,27.38
"195","TOSCA_ROV06",59.54269,57.98116,"2018-05-30",2647.59,2655,2.99,34.93,"boulders",201,6,226,2,0,54,0,3,167,0,0,2.206,0.736,20,3.03,21
"196","TOSCA_ROV06",59.54511,57.98149,"2018-05-30",2631.11,2654.35,3,34.94,"boulders",202,6,130,0,0,53,0,2,75,0,0,1.86,0.687,15,4.18,17.1
"197","TOSCA_ROV06",59.54745,57.98186,"2018-05-30",2637.44,2670.94,2.99,34.93,"boulders",203,6,123,1,0,22,0,9,88,0,3,2.228,0.757,19,5,22.09
"198","TOSCA_ROV06",59.54912,57.98216,"2018-05-30",2658.09,2681.78,2.98,34.94,"boulders",204,6,0,0,0,0,0,0,0,0,0,0,0,0,5.37,18.28
"199","TOSCA_ROV06",59.55127,57.98248,"2018-05-30",2651.89,2689.32,2.97,34.94,"boulders",205,6,6,0,0,0,0,1,5,0,0,0.868,0.79,3,4.51,15.38
"200","TOSCA_ROV06",59.55361,57.98288,"2018-05-30",2655.95,2670.16,2.99,34.93,"boulders",206,6,0,0,0,0,0,0,0,0,0,0,0,0,4.27,8.49
"201","TOSCA_ROV06",59.55609,57.98326,"2018-05-30",2662.48,2655.51,2.99,34.94,"boulders",207,6,57,1,0,34,1,5,16,0,0,1.376,0.574,11,3.6,12.08
"202","TOSCA_ROV06",59.55801,57.98369,"2018-05-30",2654.32,2649.7,2.99,34.93,"boulders",208,6,38,0,0,16,0,7,15,0,0,1.939,0.78,12,4.84,16.17
"203","TOSCA_ROV06",59.55961,57.98401,"2018-05-30",2643.61,2643.93,2.99,34.93,"boulders",209,6,17,1,0,5,0,3,8,0,0,1.972,0.898,9,4.25,16.73
"204","TOSCA_ROV06",59.56141,57.98435,"2018-05-30",2634.23,2639.34,2.99,34.94,"bedrock",210,6,24,0,2,5,1,3,13,0,0,1.839,0.884,8,3.93,16.74
"205","TOSCA_ROV06",59.56325,57.98476,"2018-05-30",2622.76,2634.48,2.99,34.93,"bedrock",211,6,169,1,0,27,0,13,128,0,0,1.499,0.568,14,2.98,15.03
"206","TOSCA_ROV06",59.56497,57.98515,"2018-05-30",2613.54,2629.41,3,34.93,"bedrock",212,6,102,1,0,18,1,7,75,0,0,1.676,0.675,12,3.24,8.24
"207","TOSCA_ROV06",59.56684,57.98557,"2018-05-30",2609,2635.2,2.99,34.93,"boulders",213,6,80,1,1,13,0,7,58,0,0,1.631,0.656,12,3.52,3.25
"208","TOSCA_ROV06",59.56884,57.98597,"2018-05-30",2610.02,2632.25,3,34.93,"boulders",214,6,27,0,0,0,0,7,18,2,0,2.041,0.851,11,3.37,4.02
"209","TOSCA_ROV06",59.57084,57.9864,"2018-05-30",2609.03,2618.8,3.01,34.93,"boulders",215,6,99,0,1,2,1,13,80,2,0,1.748,0.605,18,3.18,0.18
"210","TOSCA_ROV06",59.57248,57.9867,"2018-05-30",2608.6,2610.36,3.02,34.93,"boulders",216,6,53,0,0,4,0,10,39,0,0,1.693,0.735,10,2.7,6.21
"211","TOSCA_ROV06",59.57345,57.98689,"2018-05-30",2600.49,2600.41,3.02,34.93,"boulders",217,6,64,0,0,3,0,8,52,0,1,1.815,0.707,13,2.78,12.05
"212","TOSCA_ROV06",59.57616,57.98727,"2018-05-30",2594.09,2585.27,3.03,34.93,"gravel",218,6,72,0,0,15,2,10,45,0,0,1.836,0.797,10,2.37,13.53
"213","TOSCA_ROV06",59.57824,57.98759,"2018-05-30",2589.36,2573.37,3.04,34.93,"sand",219,6,61,1,0,6,0,4,47,3,0,1.325,0.575,10,3,21.61
"214","TOSCA_ROV06",59.57989,57.98792,"2018-05-30",2567.58,2562.75,3.05,34.93,"bedrock",220,6,5,0,0,1,0,1,0,3,0,0.95,0.865,3,2.65,21.86
"215","TOSCA_ROV06",59.58142,57.98832,"2018-05-30",2554.87,2558.7,3.05,34.93,"bedrock",221,6,124,2,0,9,0,6,106,1,0,1.23,0.479,13,3.03,20.31
"216","TOSCA_ROV06",59.5824,57.98858,"2018-05-30",2543.97,2534.43,3.05,34.93,"bedrock",222,6,214,1,0,33,0,7,171,2,0,1.359,0.53,13,3.77,26.09
"217","TOSCA_ROV06",59.58403,57.98899,"2018-05-30",2517.18,2501.2,3.06,34.93,"bedrock",223,6,271,3,1,35,1,11,179,41,0,1.609,0.537,20,3.66,27.45
"218","TOSCA_ROV06",59.58588,57.98934,"2018-05-30",2499.55,2483.01,3.06,34.93,"bedrock",224,6,226,0,0,23,1,7,194,1,0,1.129,0.49,10,3.91,30.88
"219","TOSCA_ROV06",59.58838,57.98966,"2018-05-30",2473.9,2468.9,3.07,34.93,"bedrock",225,6,216,4,1,32,0,12,161,6,0,1.568,0.523,20,4.08,20.24
"220","TOSCA_ROV06",59.59066,57.99014,"2018-05-30",2478.22,2468.03,3.07,34.93,"boulders",226,6,127,1,0,50,0,5,66,5,0,1.484,0.597,12,4.16,21.58
"221","TOSCA_ROV06",59.59253,57.99048,"2018-05-30",2437.69,2463.74,3.07,34.93,"bedrock",227,6,39,0,0,5,0,2,32,0,0,1.316,0.676,7,4.39,25.29
"222","TOSCA_ROV06",59.59293,57.99074,"2018-05-30",2437.69,2448.41,3.07,34.93,"bedrock",228,6,56,1,0,1,1,4,46,3,0,1.454,0.662,9,3.89,25.29
"223","TOSCA_ROV06",59.59162,57.99096,"2018-05-30",2437.03,2431,3.08,34.93,"boulders",229,6,139,0,0,42,0,3,94,0,0,1.597,0.643,12,3.51,19.97
"224","TOSCA_ROV06",59.59072,57.99102,"2018-05-30",2437.03,2425.02,3.08,34.93,"boulders",230,6,87,2,0,6,0,2,77,0,0,1.17,0.562,8,3.38,19.97
"225","TOSCA_ROV06",59.59121,57.99121,"2018-05-30",2419.6,2416.57,3.08,34.93,"boulders",231,6,2,0,0,0,0,1,1,0,0,0.693,1,2,5.92,28.71
"226","TOSCA_ROV06",59.59522,57.99132,"2018-05-30",2415.23,2413.38,3.08,34.93,"boulders",232,6,0,0,0,0,0,0,0,0,0,0,0,0,6.59,30.77
"227","TOSCA_ROV06",59.5999,57.9916,"2018-05-30",2405.34,2406.51,3.09,34.93,"boulders",233,6,0,0,0,0,0,0,0,0,0,0,0,0,5.97,27.61
"228","TOSCA_ROV06",59.6023,57.99185,"2018-05-30",2399.9,2400.09,3.09,34.93,"boulders",234,6,0,0,0,0,0,0,0,0,0,0,0,0,5.03,10.57
"229","TOSCA_ROV06",59.60469,57.99223,"2018-05-30",2397.99,2384.25,3.1,34.93,"boulders",235,6,31,0,1,5,0,3,22,0,0,1.676,0.763,9,3.83,14.43
"230","TOSCA_ROV06",59.60608,57.99256,"2018-05-30",2366.39,2363.19,3.1,34.93,"boulders",236,6,332,4,1,159,0,11,157,0,0,1.603,0.526,21,4.2,37.45
"231","TOSCA_ROV06",59.60491,57.99292,"2018-05-30",2335.88,2337.33,3.1,34.93,"bedrock",237,6,210,1,0,102,0,7,97,3,0,1.635,0.566,18,4.7,32.58
"232","TOSCA_ROV06",59.60335,57.99323,"2018-05-30",2315.32,2328.37,3.1,34.93,"bedrock",238,6,59,0,0,8,0,5,45,1,0,1.845,0.719,13,4.96,31
"233","TOSCA_ROV06",59.60495,57.9935,"2018-05-30",2307.11,2317.37,3.11,34.93,"bedrock",239,6,63,1,0,11,0,1,19,31,0,1.421,0.647,9,5.78,28.9
"234","TOSCA_ROV06",59.60882,57.99375,"2018-05-30",2305.3,2310.64,3.11,34.93,"bedrock",240,6,141,3,0,46,1,15,60,16,0,1.905,0.687,16,5.35,30.43
"235","TOSCA_ROV06",59.61207,57.99403,"2018-05-30",2300.1,2301.33,3.12,34.93,"sand",241,6,147,2,0,35,1,7,68,34,0,2.192,0.72,21,5.37,16.96
"236","TOSCA_ROV06",59.61495,57.99437,"2018-05-30",2281.78,2284.6,3.13,34.93,"bedrock",242,6,14,1,0,6,0,0,7,0,0,1.376,0.855,5,5.61,18.92
"237","TOSCA_ROV06",59.61732,57.99477,"2018-05-30",2273.6,2269.19,3.14,34.93,"bedrock",243,6,76,0,0,30,0,0,41,5,0,1.779,0.742,11,4.97,24.41
"238","TOSCA_ROV06",59.61947,57.99517,"2018-05-30",2261.34,2257.07,3.14,34.93,"bedrock",244,6,161,4,2,71,0,10,57,17,0,1.823,0.631,18,6.52,25.46
"239","TOSCA_ROV06",59.62152,57.99556,"2018-05-30",2238.02,2250.03,3.17,34.93,"bedrock",245,6,156,0,0,100,1,7,43,5,0,1.479,0.533,16,5.86,10.86
"240","TOSCA_ROV06",59.62332,57.9959,"2018-05-30",2232.12,2246.68,3.16,34.93,"bedrock",246,6,168,1,1,93,0,13,56,4,0,1.491,0.551,15,5.08,10.04
"241","TOSCA_ROV06",59.6258,57.99619,"2018-05-30",2225.42,2237.77,3.18,34.93,"bedrock",247,6,244,1,1,145,0,14,77,6,0,1.695,0.526,25,4.55,10.13
"242","TOSCA_ROV06",59.62809,57.99664,"2018-05-30",2219.31,2238.88,3.18,34.93,"bedrock",248,6,272,6,0,133,0,52,73,8,0,2.089,0.614,30,3.49,6.93
"243","TOSCA_ROV06",59.62928,57.99688,"2018-05-30",2218.39,2230.07,3.18,34.93,"bedrock",249,6,252,6,0,186,0,27,23,10,0,1.246,0.416,20,3.59,6.42
"244","TOSCA_ROV06",59.63117,57.99723,"2018-05-30",2214.33,2210.98,3.18,34.93,"bedrock",250,6,326,3,0,219,0,34,64,6,0,1.45,0.44,27,2.97,16.13
"245","TOSCA_ROV06",59.63385,57.99765,"2018-05-30",2195.61,2207.56,3.2,34.93,"sand",251,6,159,0,0,129,0,7,7,16,0,0.788,0.342,10,5.34,20.9
"246","TOSCA_ROV06",59.63629,57.99807,"2018-05-30",2180.17,2207.28,3.21,34.93,"sand",252,6,199,8,2,81,0,7,27,74,0,1.584,0.559,17,3,11.25
"247","TOSCA_ROV06",59.63756,57.99849,"2018-05-30",2176.7,2209.41,3.21,34.93,"bedrock",253,6,98,2,2,64,0,7,4,19,0,1.346,0.525,13,2.37,10.88
"248","TOSCA_ROV06",59.63631,57.99879,"2018-05-30",2177.3,2202.29,3.21,34.93,"sand",254,6,222,0,0,32,0,2,5,183,0,0.623,0.283,9,3.75,10.41
"249","TOSCA_ROV06",59.63693,57.99927,"2018-05-30",2182.12,2200.56,3.21,34.93,"sand",255,6,455,8,0,168,1,19,41,218,0,1.419,0.431,27,3.21,11.48
"250","TOSCA_ROV06",59.6376,57.99958,"2018-05-30",2180.25,2194.37,3.21,34.93,"sand",256,6,319,3,1,124,1,6,15,169,0,1.113,0.393,17,2.93,10.66
"251","TOSCA_ROV06",59.64012,57.99992,"2018-05-30",2179.47,2179.13,3.22,34.93,"sand",257,6,371,3,0,33,2,1,13,319,0,0.61,0.238,13,3.13,14.34
"252","TOSCA_ROV06",59.64296,58.00015,"2018-05-30",2166.2,2176.63,3.23,34.93,"bedrock",258,6,256,2,3,144,0,12,19,76,0,1.449,0.44,27,4.19,17.9
"253","TOSCA_ROV06",59.64281,58.00063,"2018-05-30",2163.75,2164.27,3.23,34.93,"bedrock",259,6,129,1,0,36,0,21,53,18,0,2.098,0.757,16,4.1,14.52
"254","TOSCA_ROV06",59.64259,58.00111,"2018-05-30",2152.11,2161.38,3.23,34.93,"bedrock",260,6,210,1,0,84,1,39,54,31,0,2.061,0.677,21,2.86,14.02
"255","TOSCA_ROV06",59.64465,58.00136,"2018-05-30",2150.77,2162.3,3.24,34.93,"bedrock",261,6,96,0,0,25,0,2,2,67,0,0.906,0.466,7,3.33,9.09
"256","TOSCA_ROV06",59.64816,58.00166,"2018-05-30",2135.92,2155.75,3.24,34.92,"sand",262,6,280,10,2,69,2,1,10,186,0,1.092,0.385,17,3.12,19.15
"257","TOSCA_ROV06",59.65116,58.00199,"2018-05-30",2126.38,2142.5,3.24,34.93,"sand",263,6,312,8,1,13,0,3,1,286,0,0.398,0.191,8,3.08,14.2
"258","TOSCA_ROV06",59.65322,58.00229,"2018-05-30",2118.6,2126.83,3.25,34.93,"boulders",264,6,233,7,1,13,0,9,7,196,0,0.826,0.291,17,3.35,19.87
"259","TOSCA_ROV06",59.65562,58.00263,"2018-05-30",2118.4,2113.34,3.26,34.92,"gravel",265,6,333,12,3,1,0,14,11,292,0,0.671,0.237,17,3.2,22.19
"260","TOSCA_ROV06",59.65838,58.00303,"2018-05-30",2124.76,2106.69,3.26,34.91,"boulders",266,6,89,3,3,0,1,6,11,65,0,1.029,0.468,9,3.62,20.89
"261","TOSCA_ROV06",59.66116,58.00341,"2018-05-30",2085.05,2095.96,3.29,34.92,"boulders",267,6,246,14,0,0,2,8,4,218,0,0.583,0.227,13,3.23,9.31
"262","TOSCA_ROV06",59.66394,58.00378,"2018-05-30",2087.26,2081.2,3.31,34.92,"bedrock",268,6,254,10,0,15,1,21,39,168,0,1.437,0.488,19,3.8,12.95
"263","TOSCA_ROV06",59.66686,58.0041,"2018-05-30",2070.5,2063.6,3.33,34.92,"bedrock",269,6,178,13,0,7,3,15,22,118,0,1.558,0.504,22,3.9,27.03
"264","TOSCA_ROV06",59.66997,58.00445,"2018-05-30",2036.53,2049.41,3.33,34.92,"gravel",270,6,245,7,1,17,1,1,10,208,0,0.773,0.279,16,3.11,27.51
"265","TOSCA_ROV06",59.67244,58.00482,"2018-05-30",2036.54,2033.18,3.34,34.92,"boulders",271,6,225,4,1,0,0,7,6,207,0,0.468,0.177,14,2.91,14.92
"266","TOSCA_ROV06",59.67464,58.00519,"2018-05-30",2006.97,2016.72,3.36,34.92,"boulders",272,6,307,3,1,13,3,10,10,267,0,0.675,0.256,14,2.8,18.42
"267","TOSCA_ROV06",59.67694,58.00556,"2018-05-30",2003.77,1992.69,3.37,34.92,"gravel",273,6,358,4,1,4,0,3,7,339,0,0.324,0.131,12,3.13,20.33
"268","TOSCA_ROV06",59.67892,58.00599,"2018-05-30",1981.27,1979.1,3.38,34.92,"gravel",274,6,178,0,0,8,0,2,5,163,0,0.441,0.201,9,3.48,21.04
"269","TOSCA_ROV06",59.68038,58.0063,"2018-05-30",1983.02,1962.12,3.38,34.93,"bedrock",275,6,28,0,1,4,1,5,10,7,0,2.45,0.905,15,3.54,33.92
"270","TOSCA_ROV06",59.68154,58.0065,"2018-05-30",1927.81,1940.76,3.4,34.93,"bedrock",276,6,10,2,0,5,1,1,1,0,0,1.748,0.898,7,3.94,45.6
"271","TOSCA_ROV06",59.68249,58.00672,"2018-05-30",1916.67,1927.06,3.41,34.93,"bedrock",277,6,136,3,1,87,1,15,22,7,0,1.554,0.56,16,3.82,27.24
"272","TOSCA_ROV06",59.68345,58.00705,"2018-05-30",1905.73,1916.96,3.41,34.92,"bedrock",278,6,140,7,0,49,1,21,50,12,0,1.735,0.677,13,4.47,13.47
"273","TOSCA_ROV06",59.68567,58.00736,"2018-05-30",1901.58,1905.62,3.42,34.92,"bedrock",279,6,97,8,1,12,1,12,16,47,0,1.85,0.721,13,3.54,8.1
"274","TOSCA_ROV06",59.68893,58.00775,"2018-05-30",1901.75,1890.7,3.42,34.93,"gravel",280,6,62,1,0,42,1,8,6,4,0,1.448,0.549,14,3.57,2.22
"275","TOSCA_ROV06",59.69131,58.0081,"2018-05-30",1903.35,1885.45,3.43,34.92,"bedrock",281,6,155,22,1,87,0,26,18,1,0,1.843,0.626,19,4.15,26.03
"276","TOSCA_ROV06",59.69394,58.00848,"2018-05-30",1872.31,1889.44,3.43,34.92,"bedrock",282,6,63,18,0,18,0,24,3,0,0,2.067,0.746,16,4.02,2.21
"277","TOSCA_ROV06",59.69619,58.00882,"2018-05-30",1877.62,1880.41,3.43,34.93,"bedrock",283,6,58,18,0,5,0,24,10,1,0,2.634,0.879,20,4.31,7.69
"278","TOSCA_ROV06",59.69896,58.00923,"2018-05-30",1875.7,1880.59,3.43,34.92,"bedrock",284,6,32,1,0,0,0,4,26,1,0,0.716,0.445,5,3.39,9.68
"279","TOSCA_ROV06",59.70131,58.0096,"2018-05-30",1871.99,1882.09,3.44,34.92,"bedrock",285,6,66,11,1,9,0,25,19,0,1,2.66,0.861,22,4.58,10.23
"280","TOSCA_ROV06",59.70388,58.00997,"2018-05-30",1860.46,1865.42,3.44,34.92,"bedrock",286,6,95,5,0,20,3,40,20,7,0,1.867,0.707,14,3.51,5.86
"281","TOSCA_ROV06",59.70686,58.01038,"2018-05-30",1867.01,1840.45,3.44,34.92,"bedrock",287,6,78,6,0,23,2,26,10,11,0,2.214,0.782,17,3.58,16.69
"282","TOSCA_ROV06",59.70833,58.01076,"2018-05-30",1852.39,1809.18,3.44,34.92,"boulders",288,6,99,10,0,40,2,14,33,0,0,1.993,0.69,18,4.02,32.87
