"","Event","Latitude","Longitude","Date.Time","Depth.water..m.","Press..dbar.","Temp....C.","Sal","Substrate","Subtransect","Dive.no","Morphospecies....","Cnidaria....","Arthropoda....","Bryozoa....","Chordata....","Echinod....","Porifera....","Foram.plankt....","Invert.other....","H.","J.","S","FOV.camera..m.","Slope..deg."
"283","TOSCA_ROV06",59.70981,58.01118,"2018-05-30",1807.75,1787.06,3.44,34.92,"gravel",289,6,66,3,0,2,0,6,51,4,0,1.185,0.477,12,4.72,35.65
"284","TOSCA_ROV06",59.71257,58.01159,"2018-05-30",1790.35,1782.67,3.44,34.92,"boulders",290,6,57,5,0,3,0,17,20,12,0,1.812,0.729,12,4.02,38.85
"285","TOSCA_ROV06",59.71502,58.01195,"2018-05-30",1780.9,1782.18,3.43,34.92,"boulders",291,6,67,9,1,0,0,10,25,22,0,2.101,0.714,19,3.33,15.4
"286","TOSCA_ROV06",59.71636,58.01221,"2018-05-30",1774.04,1781.87,3.43,34.92,"bedrock",292,6,15,6,1,0,0,3,5,0,0,1.709,0.878,7,3.27,5.64
"287","TOSCA_ROV06",59.71812,58.01253,"2018-05-30",1769.48,1792.53,3.45,34.92,"bedrock",293,6,69,53,0,0,0,6,1,9,0,2.639,0.854,22,3.19,7
"288","TOSCA_ROV06",59.7206,58.01296,"2018-05-30",1768.91,1804.4,3.44,34.92,"bedrock",294,6,36,7,0,0,0,0,1,28,0,0.953,0.458,8,NA,16.09
"289","TOSCA_ROV06",59.72256,58.01335,"2018-05-30",1783.29,1822.68,3.44,34.92,"bedrock",295,6,7,7,0,0,0,0,0,0,0,1.352,0.975,4,NA,14.75
"290","TOSCA_ROV06",59.72453,58.01368,"2018-05-30",1787.24,1831.05,3.45,34.92,"bedrock",296,6,13,3,0,0,0,0,10,0,0,0.794,0.573,4,NA,22.25
"291","TOSCA_ROV06",59.72651,58.01409,"2018-05-30",1808.59,1840.44,3.45,34.92,"bedrock",297,6,0,0,0,0,0,0,0,0,0,0,0,0,NA,22.36
"292","TOSCA_ROV06",59.72853,58.01456,"2018-05-30",1817.19,1848.05,3.45,34.92,"bedrock",298,6,0,0,0,0,0,0,0,0,0,0,0,0,NA,13.94
"293","TOSCA_ROV06",59.73072,58.01498,"2018-05-30",1824.36,1873.89,3.43,34.92,"bedrock",299,6,0,0,0,0,0,0,0,0,0,0,0,0,NA,12.16
"294","TOSCA_ROV06",59.73326,58.01538,"2018-05-30",1840.37,1903.41,3.33,34.92,"gravel",300,6,15,8,0,0,0,5,2,0,0,1.49,0.926,5,NA,14.52
"295","TOSCA_ROV06",59.73511,58.01577,"2018-05-30",1844.54,1915.45,3.32,34.93,"gravel",301,6,0,0,0,0,0,0,0,0,0,0,0,0,NA,35.85
"296","TOSCA_ROV06",59.73662,58.01613,"2018-05-30",1889.07,1919.76,3.33,34.92,"gravel",302,6,3,2,0,0,0,1,0,0,0,1.099,1,3,4.44,35.32
"297","TOSCA_ROV06",59.74007,58.01643,"2018-05-30",1890.94,1918,3.33,34.93,"boulders",303,6,3,2,0,0,0,1,0,0,0,0.637,0.918,2,4.55,21.57
"298","TOSCA_ROV06",59.74329,58.01659,"2018-05-30",1906.36,1911.93,3.32,34.92,"bedrock",304,6,3,0,0,0,0,1,2,0,0,0.637,0.918,2,4.91,17.97
"299","TOSCA_ROV06",59.74638,58.01681,"2018-05-30",1907.49,1901.53,3.32,34.93,"sand",305,6,67,12,0,6,0,6,12,31,0,1.833,0.715,13,4.48,14.28
"300","TOSCA_ROV06",59.74979,58.01712,"2018-05-30",1894.52,1899.13,3.35,34.92,"sand",306,6,92,14,0,14,0,4,29,31,0,1.998,0.721,16,4.26,14.47
"301","TOSCA_ROV06",59.75263,58.01751,"2018-05-30",1889.47,1901.47,3.32,34.93,"sand",307,6,170,11,1,75,0,14,50,19,0,1.888,0.681,16,4.27,10.17
"302","TOSCA_ROV06",59.75465,58.01793,"2018-05-30",1886.4,1901.05,3.33,34.92,"bedrock",308,6,75,9,0,39,0,4,22,1,0,1.657,0.628,14,4.27,11.97
"303","TOSCA_ROV06",59.75647,58.01831,"2018-05-30",1883.8,1890.91,3.36,34.92,"bedrock",309,6,81,16,0,45,0,7,8,5,0,1.682,0.638,14,3.66,10.12
"304","TOSCA_ROV06",59.75877,58.01862,"2018-05-30",1871.4,1869.14,3.4,34.92,"sand",310,6,21,9,0,0,0,0,9,3,0,1.712,0.823,8,5.85,7.93
"305","TOSCA_ROV06",59.76144,58.01887,"2018-05-30",1873.27,1838.55,3.45,34.92,"bedrock",311,6,239,16,0,94,0,6,97,26,0,2.121,0.697,21,4.76,8.65
"306","TOSCA_ROV06",59.76367,58.01921,"2018-05-30",1861.29,1823.17,3.48,34.92,"bedrock",312,6,126,7,1,47,0,7,11,53,0,1.737,0.626,16,4.01,20.57
"307","TOSCA_ROV06",59.76645,58.01958,"2018-05-30",1835.83,1821.62,3.49,34.92,"bedrock",313,6,85,5,1,35,0,10,18,16,0,1.844,0.719,13,3.56,26.16
"308","TOSCA_ROV06",59.76973,58.01992,"2018-05-30",1810.31,1826.41,3.49,34.92,"bedrock",314,6,64,4,0,35,0,11,4,10,0,1.711,0.667,13,2.94,16.99
"309","TOSCA_ROV06",59.77295,58.02024,"2018-05-30",1808.98,1821.91,3.5,34.92,"bedrock",315,6,18,1,0,14,0,2,1,0,0,1.038,0.579,6,2.55,7.87
"310","TOSCA_ROV06",59.77688,58.02059,"2018-05-30",1815.46,1803.81,3.51,34.92,"bedrock",316,6,54,5,0,27,0,6,4,12,0,1.669,0.696,11,2.8,4.38
"311","TOSCA_ROV06",59.77954,58.02091,"2018-05-30",1810.56,1785.95,3.51,34.92,"sand",317,6,126,15,0,15,0,9,1,86,0,1.234,0.497,12,4.08,10.61
"312","TOSCA_ROV06",59.77915,58.02137,"2018-05-30",1796.42,1772.63,3.52,34.92,"sand",318,6,155,1,0,8,0,3,4,139,0,0.509,0.232,9,4.15,14.72
"313","TOSCA_ROV06",59.78019,58.02182,"2018-05-30",1793.79,1760.07,3.52,34.92,"bedrock",319,6,141,13,0,44,1,18,7,58,0,1.957,0.665,19,4.62,15.89
"314","TOSCA_ROV06",59.78104,58.02229,"2018-05-30",1767.68,1749.56,3.52,34.92,"sand",320,6,141,0,1,0,0,0,2,138,0,0.126,0.091,4,5.58,22.41
"315","TOSCA_ROV06",59.78195,58.02274,"2018-05-30",1762.37,1738.94,3.52,34.92,"boulders",321,6,56,3,0,1,3,7,7,35,0,1.468,0.572,13,4.18,25.74
"316","TOSCA_ROV06",59.78331,58.02317,"2018-05-30",1740.38,1733.05,3.52,34.92,"boulders",322,6,210,3,0,1,1,1,1,203,0,0.211,0.101,8,3.22,16.17
"317","TOSCA_ROV06",59.7849,58.02365,"2018-05-30",1732.44,1731.68,3.52,34.92,"gravel",323,6,103,1,1,4,1,4,1,91,0,0.569,0.273,8,3.73,12.87
"318","TOSCA_ROV06",59.78645,58.0241,"2018-05-30",1721.58,1711.98,3.51,34.92,"bedrock",324,6,46,6,0,18,0,2,7,13,0,1.709,0.713,11,3.01,20.75
"319","TOSCA_ROV06",59.78759,58.02456,"2018-05-30",1707.09,1679.94,3.51,34.92,"boulders",325,6,139,10,0,9,0,9,2,109,0,0.996,0.388,13,3.85,21.87
"320","TOSCA_ROV06",59.78854,58.02505,"2018-05-30",1689.84,1666.32,3.51,34.92,"gravel",326,6,107,25,0,9,0,35,9,29,0,2.344,0.738,24,5.18,20.97
"321","TOSCA_ROV06",59.78861,58.02556,"2018-05-30",1667.64,1659.03,3.52,34.92,"bedrock",327,6,149,52,0,0,0,39,48,10,0,2.575,0.875,19,4.36,11.71
"322","TOSCA_ROV06",59.78902,58.02597,"2018-05-30",1659.19,1649.11,3.52,34.92,"bedrock",328,6,175,84,0,28,1,18,44,0,0,2.507,0.779,25,2.66,11.55
"323","TOSCA_ROV06",59.7922,58.02629,"2018-05-30",1652.08,1643.79,3.53,34.92,"bedrock",329,6,366,57,0,139,1,78,82,9,0,2.216,0.665,28,3.85,14.16
"324","TOSCA_ROV06",59.79454,58.02655,"2018-05-30",1642.94,1629.5,3.53,34.92,"bedrock",330,6,275,130,0,58,1,24,62,0,0,2.48,0.761,26,4.28,20.15
"325","TOSCA_ROV06",59.7958,58.02675,"2018-05-30",1642.94,1621.78,3.54,34.92,"bedrock",331,6,151,39,0,65,1,29,17,0,0,2.147,0.695,22,3.45,20.15
"326","TOSCA_ROV06",59.79874,58.02711,"2018-05-30",1624.85,1612.27,3.54,34.92,"bedrock",332,6,244,51,0,114,0,27,52,0,0,2.117,0.658,25,3.91,10.6
"327","TOSCA_ROV06",59.80224,58.02743,"2018-05-30",1613.75,1610.44,3.54,34.92,"bedrock",333,6,374,191,1,72,0,52,58,0,0,2.282,0.685,28,3.37,13.4
"328","TOSCA_ROV06",59.80491,58.02782,"2018-05-30",1608.31,1610.35,3.54,34.92,"bedrock",334,6,148,80,0,5,1,35,27,0,0,2.681,0.805,28,4.18,10.89
"329","TOSCA_ROV07",60.54284,58.00548,"2018-05-31",2198.53,2064.45,3.29,34.92,"boulders",337,7,56,0,0,6,1,13,36,0,0,1.829,0.713,13,2.79,39.89
"330","TOSCA_ROV07",60.54182,58.00577,"2018-05-31",2160.94,2170.16,3.21,34.93,"boulders",338,7,53,5,0,5,1,14,28,0,0,2.316,0.787,19,4.84,29.68
"331","TOSCA_ROV07",60.54169,58.00623,"2018-05-31",2172.44,2148.61,3.21,34.93,"boulders",339,7,79,3,0,15,1,19,41,0,0,2.473,0.826,20,4.18,40.3
"332","TOSCA_ROV07",60.54153,58.00671,"2018-05-31",2112.23,2112.08,3.23,34.93,"boulders",340,7,75,4,0,10,0,11,50,0,0,2.121,0.72,19,4.33,17.58
"333","TOSCA_ROV07",60.54127,58.00719,"2018-05-31",2119.36,2081.01,3.29,34.93,"boulders",341,7,79,2,0,9,1,10,57,0,0,1.901,0.646,19,4.36,34.95
"334","TOSCA_ROV07",60.54103,58.00769,"2018-05-31",2075.68,2059.54,3.32,34.93,"boulders",342,7,28,0,0,1,3,7,17,0,0,2.069,0.807,13,4.63,32.71
"335","TOSCA_ROV07",60.5389,58.00799,"2018-05-31",2039.52,2045.17,3.33,34.93,"boulders",343,7,66,3,0,14,0,16,33,0,0,2.3,0.812,17,3.33,35.13
"336","TOSCA_ROV07",60.54005,58.00831,"2018-05-31",2039.46,2026.29,3.34,34.93,"boulders",344,7,46,0,1,2,0,10,32,0,1,1.413,0.551,13,4.14,33.22
"337","TOSCA_ROV07",60.54047,58.00861,"2018-05-31",1996.84,2006.52,3.34,34.93,"boulders",345,7,40,1,0,8,0,8,23,0,0,2.191,0.809,15,3.56,49.03
"338","TOSCA_ROV07",60.53829,58.0088,"2018-05-31",1975.44,1988.15,3.35,34.93,"bedrock",346,7,132,2,0,30,0,14,86,0,0,1.501,0.541,16,3.91,33.4
"339","TOSCA_ROV07",60.53818,58.00908,"2018-05-31",1967.07,1974.08,3.35,34.93,"bedrock",347,7,174,2,1,5,0,9,157,0,0,0.793,0.286,16,3.41,26.52
"340","TOSCA_ROV07",60.53993,58.00942,"2018-05-31",1940.49,1955.97,3.35,34.93,"boulders",348,7,73,0,0,9,0,8,55,1,0,1.44,0.561,13,4.38,29.05
"341","TOSCA_ROV07",60.53943,58.00964,"2018-05-31",1940.49,1943.98,3.36,34.93,"bedrock",349,7,84,2,0,22,1,8,51,0,0,1.178,0.512,10,4.51,29.05
"342","TOSCA_ROV07",60.53656,58.00976,"2018-05-31",1933.71,1916.42,3.37,34.93,"bedrock",350,7,307,2,0,38,1,30,236,0,0,1.111,0.401,16,4,48.41
"343","TOSCA_ROV07",60.53726,58.01008,"2018-05-31",1925.97,1870.35,3.39,34.93,"bedrock",351,7,711,10,0,120,0,49,532,0,0,1.594,0.46,32,4.09,65.56
"344","TOSCA_ROV07",60.53679,58.01043,"2018-05-31",1802.77,1796.57,3.44,34.92,"bedrock",352,7,603,11,0,127,1,50,414,0,0,1.687,0.491,31,4.35,71.62
"345","TOSCA_ROV07",60.53594,58.01073,"2018-05-31",1684.61,1718.2,3.48,34.92,"bedrock",353,7,505,2,0,104,6,22,371,0,0,1.176,0.392,20,4.38,73.08
"346","TOSCA_ROV07",60.53371,58.01104,"2018-05-31",1595.01,1660.78,3.51,34.92,"bedrock",354,7,393,16,0,46,19,41,271,0,0,2.185,0.61,36,4.8,72.29
"347","TOSCA_ROV07",60.53267,58.01119,"2018-05-31",1569.74,1537.47,3.56,34.91,"bedrock",355,7,773,42,0,52,18,212,449,0,0,2.36,0.616,46,3.88,70.78
"348","TOSCA_ROV07",60.53196,58.01143,"2018-05-31",1532.57,1485.77,3.6,34.9,"bedrock",356,7,537,48,0,102,15,111,260,0,1,2.514,0.668,43,3.83,60.05
"349","TOSCA_ROV07",60.53315,58.01172,"2018-05-31",1456.04,1452.36,3.59,34.9,"bedrock",357,7,431,26,0,91,3,208,94,9,0,2.106,0.639,27,4.82,71.48
"350","TOSCA_ROV07",60.53667,58.01177,"2018-05-31",1434.48,1489.33,3.58,34.91,"bedrock",358,7,866,34,0,79,36,136,580,0,1,2.653,0.701,44,4.4,73.98
"351","TOSCA_ROV07",60.53892,58.01206,"2018-05-31",1507.22,1425.46,3.59,34.9,"bedrock",359,7,762,135,0,18,10,255,344,0,0,2.826,0.719,51,4.31,73.76
"352","TOSCA_ROV07",60.53873,58.01231,"2018-05-31",1507.22,1415.86,3.59,34.9,"bedrock",360,7,365,33,0,113,4,166,49,0,0,2.147,0.604,35,3.96,73.76
"353","TOSCA_ROV07",60.53979,58.0127,"2018-05-31",1397.85,1385.53,3.59,34.9,"bedrock",361,7,870,76,0,243,6,441,79,25,0,1.971,0.542,38,3.5,9.49
"354","TOSCA_ROV07",60.53991,58.01319,"2018-05-31",1385.96,1367.6,3.59,34.9,"bedrock",362,7,700,122,0,130,3,348,58,39,0,2.146,0.594,37,3.35,25.54
"355","TOSCA_ROV07",60.53971,58.01367,"2018-05-31",1358.87,1353.82,3.59,34.9,"boulders",363,7,454,57,0,27,7,286,53,24,0,2.252,0.65,32,4.85,19.01
"356","TOSCA_ROV07",60.53894,58.01414,"2018-05-31",1358.58,1335.46,3.59,34.9,"bedrock",364,7,903,77,0,0,8,505,245,68,0,2.169,0.584,41,3.33,10.64
"357","TOSCA_ROV07",60.53781,58.01464,"2018-05-31",1319.15,1293.15,3.59,34.9,"bedrock",365,7,737,50,0,0,4,455,218,10,0,1.844,0.507,38,3.93,41.02
"358","TOSCA_ROV07",60.5377,58.01507,"2018-05-31",1284.56,1299.14,3.59,34.9,"bedrock",366,7,276,43,0,0,1,178,43,11,0,2.209,0.632,33,2.7,22.1
"359","TOSCA_ROV07",60.5375,58.01556,"2018-05-31",1282.32,1304.09,3.59,34.9,"sand",367,7,56,4,0,0,2,15,1,34,0,1.464,0.589,12,2.22,7.46
"360","TOSCA_ROV07",60.53751,58.01603,"2018-05-31",1291.37,1305.4,3.59,34.9,"sand",368,7,104,7,0,0,2,2,0,93,0,0.46,0.257,6,2.08,10.55
"361","TOSCA_ROV07",60.53747,58.01641,"2018-05-31",1296.92,1318.01,3.59,34.9,"sand",369,7,181,16,0,0,8,4,0,153,0,0.765,0.29,14,4.16,6.25
"362","TOSCA_ROV07",60.53818,58.01694,"2018-05-31",1298.89,1329.82,3.59,34.9,"sand",370,7,119,22,0,0,2,12,0,83,0,1.144,0.521,9,2.73,12.84
"363","TOSCA_ROV07",60.53776,58.01737,"2018-05-31",1311.83,1344.15,3.59,34.9,"sand",371,7,101,4,0,0,6,29,0,62,0,0.976,0.606,5,3.44,15.52
"364","TOSCA_ROV07",60.53776,58.01785,"2018-05-31",1320.65,1352.69,3.59,34.9,"sand",372,7,258,22,0,0,16,78,0,142,0,1.37,0.494,16,2.87,11.81
"365","TOSCA_ROV07",60.53799,58.01834,"2018-05-31",1330.74,1356.73,3.59,34.9,"sand",373,7,255,13,0,0,40,38,0,164,0,1.168,0.487,11,2.35,12.69
"366","TOSCA_ROV07",60.53778,58.01887,"2018-05-31",1342.04,1359.16,3.59,34.9,"sand",374,7,261,9,0,0,6,55,0,191,0,0.961,0.417,10,4.11,9.4
"367","TOSCA_ROV07",60.53724,58.01932,"2018-05-31",1347.15,1361.55,3.59,34.9,"sand",375,7,180,3,0,0,3,43,3,128,0,0.91,0.395,10,3.92,3.81
"368","TOSCA_ROV07",60.53674,58.01978,"2018-05-31",1350.14,1360.25,3.59,34.9,"sand",376,7,141,2,0,0,8,41,0,90,0,0.957,0.492,7,3.9,3.51
"369","TOSCA_ROV07",60.53623,58.02028,"2018-05-31",1350.62,1355.04,3.59,34.89,"sand",377,7,53,0,0,0,5,17,1,30,0,1.389,0.668,8,3.41,0.4
"370","TOSCA_ROV07",60.53577,58.02082,"2018-05-31",1346.77,1340.34,3.59,34.9,"sand",378,7,97,8,0,0,4,58,1,26,0,1.365,0.549,12,2.24,7.34
"371","TOSCA_ROV07",60.53558,58.02127,"2018-05-31",1344.58,1328.78,3.59,34.9,"sand",379,7,136,4,0,0,3,60,0,69,0,1.268,0.51,12,2.45,7.8
"372","TOSCA_ROV07",60.53599,58.02176,"2018-05-31",1331.98,1325.99,3.59,34.9,"sand",380,7,143,8,0,0,14,43,9,69,0,1.658,0.574,18,4.6,15.57
"373","TOSCA_ROV07",60.53569,58.02227,"2018-05-31",1321.9,1325.51,3.59,34.9,"sand",381,7,104,6,0,0,6,5,7,80,0,1.098,0.416,14,6.26,5.75
"374","TOSCA_ROV07",60.53359,58.02272,"2018-05-31",1319.67,1323.73,3.59,34.9,"bedrock",382,7,57,3,0,0,6,17,11,20,0,2.068,0.784,14,4.89,6.02
"375","TOSCA_ROV07",60.53115,58.02309,"2018-05-31",1317.82,1322.97,3.59,34.9,"gravel",383,7,306,7,0,0,6,55,2,236,0,0.863,0.319,15,5.1,6.05
"376","TOSCA_ROV07",60.52855,58.02352,"2018-05-31",1313.02,1321.77,3.59,34.89,"gravel",384,7,236,6,0,0,6,61,11,152,0,1.401,0.476,19,4.91,4.99
"377","TOSCA_ROV07",60.5253,58.02384,"2018-05-31",1311.21,1312.15,3.59,34.9,"gravel",385,7,257,4,0,0,2,146,0,105,0,0.918,0.441,8,3.41,10.13
"378","TOSCA_ROV07",60.52258,58.02422,"2018-05-31",1308.98,1304.75,3.59,34.9,"gravel",386,7,358,10,0,0,4,116,0,228,0,0.957,0.436,9,3.28,11.38
"379","TOSCA_ROV07",60.51995,58.02459,"2018-05-31",1301.03,1293.18,3.59,34.9,"gravel",387,7,360,9,0,0,5,113,13,220,0,1.204,0.384,23,3.75,12.85
"380","TOSCA_ROV07",60.51843,58.02509,"2018-05-31",1287.19,1290.16,3.6,34.89,"gravel",388,7,312,3,0,0,0,102,0,207,0,0.797,0.383,8,3.32,18.5
"381","TOSCA_ROV07",60.51868,58.02551,"2018-05-31",1279.08,1285.69,3.6,34.86,"gravel",389,7,207,1,0,0,2,55,0,149,0,0.8,0.385,8,3.03,17.03
"382","TOSCA_ROV07",60.51807,58.02592,"2018-05-31",1264.75,1275.89,3.6,34.89,"gravel",390,7,271,14,0,0,1,70,8,178,0,1.118,0.403,16,3.29,13.18
"383","TOSCA_ROV07",60.51775,58.02628,"2018-05-31",1260.07,1266.38,3.6,34.9,"gravel",391,7,176,25,0,0,1,61,13,76,0,1.743,0.592,19,2.45,15.1
"384","TOSCA_ROV07",60.51781,58.02672,"2018-05-31",1248.61,1250.7,3.6,34.89,"gravel",392,7,288,27,0,0,2,127,7,125,0,1.391,0.481,18,2.96,18.15
"385","TOSCA_ROV07",60.51779,58.02708,"2018-05-31",1230.33,1239.76,3.6,34.9,"bedrock",393,7,174,53,0,0,1,62,28,29,1,2.379,0.739,25,4.1,14.85
"386","TOSCA_ROV07",60.51791,58.02748,"2018-05-31",1225.84,1223.73,3.6,34.9,"gravel",394,7,392,11,1,0,2,301,0,77,0,0.899,0.324,16,3.28,12.31
"387","TOSCA_ROV07",60.51834,58.0279,"2018-05-31",1218.75,1204.98,3.6,34.9,"gravel",395,7,357,6,0,0,0,221,2,128,0,0.959,0.386,12,3.43,16.36
"388","TOSCA_ROV07",60.51918,58.02836,"2018-05-31",1200.53,1187.92,3.6,34.89,"gravel",396,7,446,33,0,0,1,233,30,149,0,1.582,0.492,25,3.3,20.18
"389","TOSCA_ROV07",60.51961,58.02886,"2018-05-31",1188.24,1179.14,3.6,34.89,"boulders",397,7,613,61,0,0,3,383,52,114,0,1.715,0.486,34,3.18,11.55
"390","TOSCA_ROV07",60.5192,58.02936,"2018-05-31",1181.43,1178.78,3.6,34.89,"gravel",398,7,534,46,0,0,0,282,37,169,0,1.597,0.49,26,3.28,15.93
"391","TOSCA_ROV07",60.52009,58.02979,"2018-05-31",1168.79,1169.5,3.6,34.89,"gravel",399,7,483,26,0,0,3,256,10,188,0,1.282,0.389,27,3.47,6.05
"392","TOSCA_ROV07",60.52101,58.03031,"2018-05-31",1162.69,1154.79,3.6,34.89,"gravel",400,7,511,16,1,0,4,295,2,193,0,1.077,0.348,22,2.95,9.08
"393","TOSCA_ROV07",60.52099,58.03073,"2018-05-31",1147.06,1147.56,3.6,34.89,"gravel",401,7,468,25,0,0,3,208,18,214,0,1.303,0.405,25,3.44,8.06
"394","TOSCA_ROV07",60.52094,58.03124,"2018-05-31",1148.43,1136.19,3.6,34.89,"gravel",402,7,370,12,0,0,3,213,1,141,0,1.125,0.382,19,3.22,5.33
"395","TOSCA_ROV07",60.52134,58.03173,"2018-05-31",1137.8,1123.36,3.6,34.89,"gravel",403,7,300,7,0,0,0,121,0,172,0,0.992,0.387,13,2.8,9.2
"396","TOSCA_ROV07",60.52184,58.03222,"2018-05-31",1132.33,1114.96,3.6,34.89,"gravel",404,7,265,7,0,0,5,78,1,174,0,1.026,0.379,15,3.49,17.42
"397","TOSCA_ROV07",60.52219,58.03267,"2018-05-31",1115.99,1113.91,3.6,34.89,"gravel",405,7,330,10,0,0,6,150,10,154,0,1.259,0.407,22,3.13,17.95
"398","TOSCA_ROV07",60.52237,58.0332,"2018-05-31",1114,1112.39,3.6,34.89,"gravel",406,7,378,57,0,0,7,243,35,36,0,1.864,0.529,34,3.75,10.12
"399","TOSCA_ROV07",60.52155,58.03345,"2018-05-31",1100.47,1103.26,3.6,34.89,"sand",407,7,339,35,0,0,6,263,15,20,0,1.314,0.403,26,4.97,15.77
"400","TOSCA_ROV07",60.51759,58.03397,"2018-05-31",1093.87,1096.27,3.61,34.89,"sand",408,7,346,28,0,0,7,263,1,47,0,1,0.361,16,5.67,9.62
"401","TOSCA_ROV07",60.51499,58.03422,"2018-05-31",1094.64,1092.91,3.61,34.89,"sand",409,7,347,25,0,0,9,254,1,58,0,1.17,0.405,18,5.31,8.56
"402","TOSCA_ROV07",60.51215,58.03461,"2018-05-31",1091.89,1091.07,3.61,34.89,"sand",410,7,182,17,0,0,5,137,0,23,0,1.173,0.489,11,5.45,5.33
"403","TOSCA_ROV07",60.51038,58.0348,"2018-05-31",1088.33,1083.01,3.61,34.89,"sand",411,7,123,5,0,0,4,92,0,22,0,1.293,0.49,14,5.53,4.81
"404","TOSCA_ROV07",60.50739,58.03519,"2018-05-31",1074.74,1081.52,3.61,34.89,"sand",412,7,156,15,0,0,2,106,0,33,0,1.259,0.477,14,4.18,14.72
"405","TOSCA_ROV07",60.50547,58.03553,"2018-05-31",1070.36,1080.32,3.63,34.89,"boulders",413,7,202,16,0,0,3,123,35,25,0,1.94,0.648,20,3.63,11.75
"406","TOSCA_ROV07",60.50284,58.03561,"2018-05-31",1070.36,1098.69,3.63,34.89,"sand",414,7,351,65,0,0,4,251,22,9,0,2.075,0.604,31,4.08,11.75
"407","TOSCA_ROV07",60.49958,58.03565,"2018-05-31",1070.73,1106.24,3.62,34.89,"sand",415,7,53,12,0,0,1,40,0,0,0,0.768,0.554,4,3.63,19.85
"408","TOSCA_ROV07",60.49474,58.03562,"2018-05-31",1086.31,1110.59,3.62,34.89,"sand",416,7,152,24,0,0,5,119,0,4,0,1.086,0.412,14,3.44,9.27
"409","TOSCA_ROV07",60.49021,58.0356,"2018-05-31",1097.39,1121.83,3.63,34.89,"sand",417,7,114,16,0,0,5,84,1,8,0,1.219,0.462,14,3.22,16.42
"410","TOSCA_ROV07",60.48546,58.03559,"2018-05-31",1104.79,1137.69,3.63,34.89,"sand",418,7,67,8,0,0,3,52,0,3,1,0.927,0.446,8,5.34,15.72
"411","TOSCA_ROV07",60.4809,58.03547,"2018-05-31",1116.89,1144.95,3.63,34.89,"sand",419,7,0,0,0,0,0,0,0,0,0,0,0,0,4.35,14.17
"412","TOSCA_ROV07",60.47584,58.03557,"2018-05-31",1121.37,1150.49,3.62,34.89,"sand",420,7,189,10,0,0,3,158,0,18,0,0.772,0.351,9,3.84,14.28
"413","TOSCA_ROV07",60.47163,58.03564,"2018-05-31",1131.04,1158.22,3.62,34.89,"sand",421,7,285,26,0,0,8,198,0,53,0,1.197,0.442,15,4.71,13.09
"414","TOSCA_ROV07",60.4669,58.03563,"2018-05-31",1137.52,1167.64,3.62,34.89,"sand",422,7,353,25,0,0,12,278,2,36,0,1.041,0.36,18,3.45,14
"415","TOSCA_ROV07",60.46192,58.03558,"2018-05-31",1152.94,1173.28,3.62,34.89,"sand",423,7,364,55,0,0,14,245,13,37,0,1.573,0.495,24,3.07,5.8
"416","TOSCA_ROV07",60.45767,58.03565,"2018-05-31",1152.95,1180.53,3.62,34.89,"sand",424,7,298,33,0,0,5,225,0,35,0,1.074,0.387,16,2.73,6.58
"417","TOSCA_ROV07",60.45382,58.03561,"2018-05-31",1166.16,1187.06,3.62,34.89,"sand",425,7,314,42,0,0,8,216,7,41,0,1.412,0.45,23,2.55,10.05
"418","TOSCA_ROV07",60.45008,58.03557,"2018-05-31",1170.93,1189.08,3.61,34.89,"boulders",426,7,354,74,0,0,12,214,17,37,0,1.769,0.581,21,3.67,9.94
"419","TOSCA_ROV07",60.44557,58.0356,"2018-05-31",1173.46,1186.49,3.61,34.89,"sand",427,7,360,61,0,0,7,237,0,55,0,1.307,0.483,15,4.05,8.99
"420","TOSCA_ROV07",60.44064,58.03557,"2018-05-31",1182.39,1187.7,3.61,34.89,"sand",428,7,403,45,0,0,13,295,6,44,0,1.195,0.399,20,3.47,6.76
"421","TOSCA_ROV07",60.43624,58.03548,"2018-05-31",1189.7,1195.14,3.61,34.89,"bedrock",429,7,301,46,0,0,4,172,79,0,0,2.251,0.691,26,3.84,8.62
"422","TOSCA_ROV07",60.43298,58.03551,"2018-05-31",1191.97,1213.05,3.6,34.89,"sand",430,7,103,7,0,0,2,62,32,0,0,1.667,0.671,12,4.67,9.38
"423","TOSCA_ROV07",60.42858,58.03538,"2018-05-31",1197.87,1217.25,3.6,34.89,"bedrock",431,7,21,2,0,0,1,7,11,0,0,1.447,0.807,6,4.86,8.32
"424","TOSCA_ROV07",60.42521,58.03554,"2018-05-31",1205.57,1222.35,3.61,34.89,"gravel",432,7,135,12,0,0,2,100,3,18,0,1.19,0.464,13,4.51,8.11
"425","TOSCA_ROV07",60.4206,58.03542,"2018-05-31",1218.92,1228.69,3.61,34.89,"gravel",433,7,0,0,0,0,0,0,0,0,0,0,0,0,4.67,14.51
"426","TOSCA_ROV07",60.4164,58.03555,"2018-05-31",1219.88,1235.18,3.6,34.89,"sand",434,7,82,13,0,0,6,58,5,0,0,1.416,0.552,13,4.68,11.85
"427","TOSCA_ROV07",60.41336,58.03592,"2018-05-31",1225.08,1236.88,3.6,34.89,"boulders",435,7,37,16,0,0,1,17,3,0,0,1.606,0.773,8,4.68,10.79
"428","TOSCA_ROV07",60.40982,58.03616,"2018-05-31",1224.36,1241.8,3.6,34.89,"boulders",436,7,0,0,0,0,0,0,0,0,0,0,0,0,4.69,8.67
