"","site #","Region","Zoogeogr.Region","Country","Tidal Regime","Location","Longitude","Latitude","Phylum","class/orded","Family","Genus","Species","Habitat","Fresh mangrove leaves feeder","Leaf litter and propagule feeder","Microalgae and bacteria feeder","Detritivore","Suspension feeder","Macroalgal feeder","Predator","Omnivore","Scavenger","Lignivore","Burrowing","Surface digging","Woodboring","Encrustering","Leaf storing","Sruface bioturbating","Fragmentating","Free leaving"
"492",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Gastropoda","Batillaridae","Batillaria","Batillaria zonalis","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"493",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Bivalvia","Cyrenidae","Geloina","Geloina expansa","Inter_F",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0
"494",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Crustacea","Decapoda","Diogenidae","Clibanarius","Clibanarius infraspinatus","Inter_M",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"495",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Crustacea","Decapoda","Dotillidae","Scopimera","Scopimera intermedia","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"496",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Gastropoda","Ellobidae","Cassidula","Cassidula aurifelis","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"497",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Bivalvia","Isognomonidae","Isognomon","Isognomon isognomum","Inter_F",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
"498",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Bivalvia","Mytilidae","Brachidontes","Brachidontes variabilis","Inter_F",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
"499",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Gastropoda","Neritidae","Clithon","Clithon oualaniense","Inter_M",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"500",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Gastropoda","Neritidae","Nerita","Nerita panospira","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"501",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Crustacea","Decapoda","Ocypodidae","Austruca","Austruca lactea","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"502",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Crustacea","Decapoda","Ocypodidae","Paraleptuca","Paraleptuca splendida","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"503",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Gastropoda","Onchidiidae","Paromoionchis","Paromoionchis tumidus","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"504",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Crustacea","Decapoda","Portunidae","Scylla","Scylla paramamosain","Sub",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
"505",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Crustacea","Decapoda","Portunidae","Thalamita","Thalamita crenata","Inter_F",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
"506",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Gastropoda","Potamididae","Cerithidea","Cerithidea tonkiniana","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"507",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Gastropoda","Potamididae","Cerithidea","Cerithidea moerchii","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"508",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Gastropoda","Potamididae","Pirenella","Pirenella alata","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"509",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Gastropoda","Potamididae","Pirenella","Pirenella incisa","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"510",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Gastropoda","Potamididae","Pirenella","Pirenella pupiformis","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"511",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Crustacea","Decapoda","Sesarmidae","Fasciarma","Fasciarma fasciatum","Supra",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"512",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Crustacea","Decapoda","Sesarmidae","Haberma","Haberma tingkok","Inter_F",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"513",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Crustacea","Decapoda","Sesarmidae","Parasesarma","Parasesarma bidens","Supra",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0
"514",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Crustacea","Decapoda","Sesarmidae","Parasesarma","Parasesarma ungulatum","Inter_F",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"515",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Gastropoda","Trochidae","Monodonta","Monodonta labio","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"516",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Gastropoda","Turbinidae","Lunella","Lunella granulata","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"517",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Crustacea","Decapoda","Varunidae","Chasmagnathus","Chasmagnathus convexus","Supra",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,0
"518",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Bivalvia","Veneridae","Gafrarium","Gafrarium pectinatum","Inter_M",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0
"519",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Crustacea","Decapoda","Diogenidae","Clibanarius","Clibanarius bimaculatus","Inter_M",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"520",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Crustacea","Decapoda","Diogenidae","Clibanarius","Clibanarius infraspinatus","Inter_M",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"521",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Crustacea","Decapoda","Grapsidae","Metopograpsus","Metopograpsus quadridentatus","Inter_F",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"522",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Crustacea","Decapoda","Leucosiidae","Philyra","Philyra malefactrix","Inter_F",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"523",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Crustacea","Decapoda","Ocypodidae","Austruca","Austruca lactea","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"524",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Crustacea","Decapoda","Ocypodidae","Tubuca","Tubuca acuta","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"525",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Crustacea","Decapoda","Ocypodidae","Tubuca","Tubuca arcuata","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"526",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Crustacea","Decapoda","Ocypodidae","Tubuca","Tubuca paradussumieri","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"527",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Mollusca","Bivalvia","Ostreidae","Saccostrea","Saccostrea cuccullata","Inter_M",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
"528",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Mollusca","Gastropoda","Potamididae","Cerithidea","Cerithidea moerchii","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"529",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Mollusca","Gastropoda","Potamididae","Terebralia","Terebralia sulcata","Inter_F",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"530",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Crustacea","Decapoda","Sesarmidae","Neosarmatium","Neosarmatium indicum","Supra",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,0
"531",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Crustacea","Decapoda","Varunidae","Metaplax","Metaplax longipes","Inter_M",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
"532",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Crustacea","Decapoda","Varunidae","Varuna","Varuna litterata","Sub",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"533",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Crustacea","Decapoda","Ocypodidae","Gelasimus","Gelasimus borealis","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"534",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Crustacea","Decapoda","Dotillidae","Tmethypocoelis","Tmethypocoelis ceratophora","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"535",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Mollusca","Gastropoda","Neritidae","Nerita","Nerita yoldii","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"536",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Crustacea","Decapoda","Alpheidae","Alpheus","Alpheus brevicristatus","Inter_F",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
"537",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Mollusca","Gastropoda","Batillaridae","Batillaria","Batillaria zonalis","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"538",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Mollusca","Gastropoda","Batillaridae","Batillaria","Batillaria attramentaria","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"539",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Mollusca","Gastropoda","Neritidae","Clithon","Clithon oualaniense","Inter_F",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"540",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Crustacea","Decapoda","Portunidae","Thalamita","Thalamita crenata","Sub",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
"541",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Crustacea","Decapoda","Sesarmidae","Parasesarma","Parasesarma bidens","Inter_F",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0
"542",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Mollusca","Bivalvia","Cyrenidae","Geloina","Geloina expansa","Inter_F",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0
"543",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Crustacea","Decapoda","Grapsidae","Metopograpsus","Metopograpsus frontalis","Inter_F",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"544",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Mollusca","Bivalvia","Isognomonidae","Isognomon","Isognomon isognomum","Inter_F",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
"545",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Mollusca","Gastropoda","Littorinidae","Littoraria","Littoraria ardouiniana","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"546",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Mollusca","Gastropoda","Littorinidae","Littoraria","Littoraria melanostoma","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"547",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Mollusca","Gastropoda","Littorinidae","Littoraria","Littoraria articulata/ sinensis","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"548",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Crustacea","Decapoda","Macrophthalmidae","Macrophthalmus","Macrophthalmus convexus","Inter_M",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
"549",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Crustacea","Decapoda","Macrophthalmidae","Macrophthalmus","Macrophthalmus tomentosus","Inter_M",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
"550",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Mollusca","Gastropoda","Neritidae","Clithon","Clithon sowerbianum","Inter_F",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"551",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Mollusca","Gastropoda","Neritidae","Neripteron","Neripteron violaceum","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"552",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Crustacea","Decapoda","Ocypodidae","Paraleptuca","Paraleptuca splendida","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"553",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Mollusca","Gastropoda","Onchidiidae","Onchidium","Onchidium sp.1","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"554",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Crustacea","Decapoda","Portunidae","Scylla","Scylla paramamosain","Sub",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
"555",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Mollusca","Gastropoda","Potamididae","Pirenella","Pirenella alata","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"556",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Mollusca","Gastropoda","Potamididae","Pirenella","Pirenella asiatica","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"557",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Crustacea","Decapoda","Sesarmidae","Episesarma","Episesarma versicolor","Inter_F",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,0
"558",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Crustacea","Decapoda","Sesarmidae","Nanosesarma","Nanosesarma pontianacense","Inter_F",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"559",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Crustacea","Decapoda","Sesarmidae","Parasesarma","Parasesarma affine","Inter_F",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0
"560",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Mollusca","Gastropoda","Trochidae","Monodonta","Monodonta labio","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"561",12.3,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Thung Chung",113.92777778,22.28055556,"Crustacea","Decapoda","Varunidae","Chasmagnathus","Chasmagnathus convexus","Supra",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,0
"562",13,"Australia","Indo West Pacific","Australia","Meso","Moreton Bay",153.25,-27.25,"Crustacea","Decapoda","Alpheidae","Alpheus","Alpheus richardsoni","Inter_M",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
"563",13,"Australia","Indo West Pacific","Australia","Meso","Moreton Bay",153.25,-27.25,"Mollusca","Gastropoda","Amphibolidae ","Phallomedusa","Phallomedusa solida","Inter_F",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"564",13,"Australia","Indo West Pacific","Australia","Meso","Moreton Bay",153.25,-27.25,"Crustacea","Decapoda","Camptandriidae","Paracleistostoma","Paracleistostoma wardi","Inter_F",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,0
"565",13,"Australia","Indo West Pacific","Australia","Meso","Moreton Bay",153.25,-27.25,"Mollusca","Gastropoda","Ellobiidae","Ophicardelus","Ophicardelus ornatus","Inter_F",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"566",13,"Australia","Indo West Pacific","Australia","Meso","Moreton Bay",153.25,-27.25,"Mollusca","Gastropoda","Ellobiidae","Ophicardelus","Ophicardelus sulcatus","Inter_F",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"567",13,"Australia","Indo West Pacific","Australia","Meso","Moreton Bay",153.25,-27.25,"Crustacea","Decapoda","Heloecidae","Heloecius","Heloecius cordiformis","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"568",13,"Australia","Indo West Pacific","Australia","Meso","Moreton Bay",153.25,-27.25,"Crustacea","Decapoda","Laomediidae","Laomedia","Laomedia healyi","Sub",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
"569",13,"Australia","Indo West Pacific","Australia","Meso","Moreton Bay",153.25,-27.25,"Crustacea","Decapoda","Macrophthalmidae","Australoplax","Australoplax tridentata","Inter_F",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
"570",13,"Australia","Indo West Pacific","Australia","Meso","Moreton Bay",153.25,-27.25,"Crustacea","Decapoda","Macrophthalmidae","Macrophthalmus","Macrophthalmus crassipes","Inter_M",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
"571",13,"Australia","Indo West Pacific","Australia","Meso","Moreton Bay",153.25,-27.25,"Crustacea","Decapoda","Ocypodidae","Austruca","Austruca perplexa","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"572",13,"Australia","Indo West Pacific","Australia","Meso","Moreton Bay",153.25,-27.25,"Crustacea","Decapoda","Ocypodidae","Gelasimus","Gelasimus vomeris","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"573",13,"Australia","Indo West Pacific","Australia","Meso","Moreton Bay",153.25,-27.25,"Crustacea","Decapoda","Portunidae","Thalamita","Thalamita crenata","Sub",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
"574",13,"Australia","Indo West Pacific","Australia","Meso","Moreton Bay",153.25,-27.25,"Crustacea","Decapoda","Sesarmidae","Parasesarma","Parasesarma erythodactyla","Inter_F",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0
"575",13,"Australia","Indo West Pacific","Australia","Meso","Moreton Bay",153.25,-27.25,"Crustacea","Decapoda","Sesarmidae","Parasesarma","Parasesarma messa","Inter_F",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0
"576",13,"Australia","Indo West Pacific","Australia","Meso","Moreton Bay",153.25,-27.25,"Crustacea","Decapoda","Varunidae","Helograpsus","Helograpsus haswellianus","Inter_F",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
"577",13,"Australia","Indo West Pacific","Australia","Meso","Moreton Bay",153.25,-27.25,"Mollusca","Gastropoda","Onchidiidae","Platevindex","Platevindex sp. 1","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"578",13,"Australia","Indo West Pacific","Australia","Meso","Moreton Bay",153.25,-27.25,"Crustacea","Decapoda","Sesarmidae","Neosarmatium","Neosarmatium trispinosum","Inter_F",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,0
"579",13,"Australia","Indo West Pacific","Australia","Meso","Moreton Bay",153.25,-27.25,"Mollusca","Bivalvia","Teredinidae","Teredo","Teredo sp. 1","Inter_F",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,0
"580",13,"Australia","Indo West Pacific","Australia","Meso","Moreton Bay",153.25,-27.25,"Crustacea","Decapoda","Callianassidae","Trypaea","Trypaea australiensis","Sub",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
"581",13,"Australia","Indo West Pacific","Australia","Meso","Moreton Bay",153.25,-27.25,"Crustacea","Decapoda","Grapsidae","Metopograpsus","Metopograpsus frontalis","Inter_F",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"582",13,"Australia","Indo West Pacific","Australia","Meso","Moreton Bay",153.25,-27.25,"Crustacea","Decapoda","Ocypodidae","Tubuca","Tubuca polita","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"583",13,"Australia","Indo West Pacific","Australia","Meso","Moreton Bay",153.25,-27.25,"Crustacea","Decapoda","Ocypodidae","Tubuca","Tubuca longidigitum","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"584",13,"Australia","Indo West Pacific","Australia","Meso","Moreton Bay",153.25,-27.25,"Crustacea","Decapoda","Ocypodidae","Tubuca","Tubuca coarctata","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"585",13,"Australia","Indo West Pacific","Australia","Meso","Moreton Bay",153.25,-27.25,"Mollusca","Gastropoda","Onchidiidae","Paromoionchis","Paromoionchis daemelii","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"586",13,"Australia","Indo West Pacific","Australia","Meso","Moreton Bay",153.25,-27.25,"Crustacea","Decapoda","Portunidae","Scylla","Scylla serrata","Sub",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
