"","site #","Region","Zoogeogr.Region","Country","Tidal Regime","Location","Longitude","Latitude","Phylum","class/orded","Family","Genus","Species","Habitat","Fresh mangrove leaves feeder","Leaf litter and propagule feeder","Microalgae and bacteria feeder","Detritivore","Suspension feeder","Macroalgal feeder","Predator","Omnivore","Scavenger","Lignivore","Burrowing","Surface digging","Woodboring","Encrustering","Leaf storing","Sruface bioturbating","Fragmentating","Free leaving"
"397",11,"SE-Asia","Indo West Pacific","Indonesia","Meso","Segara Anakan",108.89,-7.71,"Crustacea","Decapoda","Ocypodidae","Austruca","Austruca perplexa","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"398",11,"SE-Asia","Indo West Pacific","Indonesia","Meso","Segara Anakan",108.89,-7.71,"Crustacea","Decapoda","Ocypodidae","Austruca","Austruca triangularis","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"399",11,"SE-Asia","Indo West Pacific","Indonesia","Meso","Segara Anakan",108.89,-7.71,"Crustacea","Decapoda","Ocypodidae","Gelasimus","Gelasimus vocans","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"400",11,"SE-Asia","Indo West Pacific","Indonesia","Meso","Segara Anakan",108.89,-7.71,"Crustacea","Decapoda","Ocypodidae","Uca","Uca sp. 1","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"401",11,"SE-Asia","Indo West Pacific","Indonesia","Meso","Segara Anakan",108.89,-7.71,"Mollusca","Gastropoda","Onchidiidae","Onchidium","Onchidium sp. 1","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"402",11,"SE-Asia","Indo West Pacific","Indonesia","Meso","Segara Anakan",108.89,-7.71,"Crustacea","Decapoda","Pilumnidae","Heteropanope","Heteropanope glabra","Inter_F",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"403",11,"SE-Asia","Indo West Pacific","Indonesia","Meso","Segara Anakan",108.89,-7.71,"Mollusca","Gastropoda","Potamididae","Cerithidea","Cerithidea weyersi","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"404",11,"SE-Asia","Indo West Pacific","Indonesia","Meso","Segara Anakan",108.89,-7.71,"Mollusca","Gastropoda","Potamididae","Pirenella","Pirenella alata","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"405",11,"SE-Asia","Indo West Pacific","Indonesia","Meso","Segara Anakan",108.89,-7.71,"Mollusca","Gastropoda","Potamididae","Pirenella","Pirenella cingulata","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"406",11,"SE-Asia","Indo West Pacific","Indonesia","Meso","Segara Anakan",108.89,-7.71,"Mollusca","Gastropoda","Potamididae","Telescopium","Telescopium telescopium","Inter_F",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"407",11,"SE-Asia","Indo West Pacific","Indonesia","Meso","Segara Anakan",108.89,-7.71,"Crustacea","Decapoda","Sesarmidae","Episesarma","Episesarma chentongense","Inter_F",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,0
"408",11,"SE-Asia","Indo West Pacific","Indonesia","Meso","Segara Anakan",108.89,-7.71,"Crustacea","Decapoda","Sesarmidae","Episesarma","Episesarma singaporense","Inter_F",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,0
"409",11,"SE-Asia","Indo West Pacific","Indonesia","Meso","Segara Anakan",108.89,-7.71,"Crustacea","Decapoda","Sesarmidae","Episesarma","Episesarma versicolor","Inter_F",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,0
"410",11,"SE-Asia","Indo West Pacific","Indonesia","Meso","Segara Anakan",108.89,-7.71,"Crustacea","Decapoda","Sesarmidae","Haberma","Haberma cf. kamora","Inter_F",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"411",11,"SE-Asia","Indo West Pacific","Indonesia","Meso","Segara Anakan",108.89,-7.71,"Crustacea","Decapoda","Sesarmidae","Nanosesarma","Nanosesarma pontianacense","Inter_F",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"412",11,"SE-Asia","Indo West Pacific","Indonesia","Meso","Segara Anakan",108.89,-7.71,"Crustacea","Decapoda","Sesarmidae","Parasesarma","Parasesarma sp. 1","Inter_F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"413",11,"SE-Asia","Indo West Pacific","Indonesia","Meso","Segara Anakan",108.89,-7.71,"Crustacea","Decapoda","Sesarmidae","Parasesarma","Parasesarma sp. 5","Inter_F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"414",11,"SE-Asia","Indo West Pacific","Indonesia","Meso","Segara Anakan",108.89,-7.71,"Crustacea","Decapoda","Sesarmidae","Sarmatium","Sarmatium crassum","Inter_F",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0
"415",11,"SE-Asia","Indo West Pacific","Indonesia","Meso","Segara Anakan",108.89,-7.71,"Mollusca","Bivalvia","Solecurtidae","cf. Azorinus","cf. Azorinus sp. 1","Inter_F",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0
"416",11,"SE-Asia","Indo West Pacific","Indonesia","Meso","Segara Anakan",108.89,-7.71,"Mollusca","Gastropoda","Thiaridae","Melanoides","Melanoides tuberculata","Inter_F",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"417",11,"SE-Asia","Indo West Pacific","Indonesia","Meso","Segara Anakan",108.89,-7.71,"Mollusca","Gastropoda","Thiaridae","Sermyla","Sermyla riqueti","Inter_F",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"418",11,"SE-Asia","Indo West Pacific","Indonesia","Meso","Segara Anakan",108.89,-7.71,"Mollusca","Gastropoda","Thiaridae","Tarebia","Tarebia granifera","Inter_F",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"419",11,"SE-Asia","Indo West Pacific","Indonesia","Meso","Segara Anakan",108.89,-7.71,"Mollusca","Gastropoda","Thiaridae","Thiara","Thiara scabra","Inter_F",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"420",11,"SE-Asia","Indo West Pacific","Indonesia","Meso","Segara Anakan",108.89,-7.71,"Mollusca","Gastropoda","Thiaridae","Thiara","Thiara rudis","Inter_F",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"421",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Crustacea","Decapoda","Alpheidae","Alpheus","Alpheus brevicristatus","Inter_M",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
"422",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Crustacea","Decapoda","Ocypodidae","Paraleptuca","Paraleptuca splendida","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"423",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Crustacea","Decapoda","Portunidae","Thalamita","Thalamita crenata","Sub",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
"424",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Mollusca","Bivalvia","Anomiidae","Enigmonia","Enigmonia aenigmatica","Inter_F",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0
"425",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Mollusca","Gastropoda","Iravadiidae","Iravadia","Iravadia sp.1","Sub",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"426",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Mollusca","Gastropoda","Iravadiidae","Iravadia","Iravadia sp.2","Sub",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"427",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Mollusca","Bivalvia","Isognomonidae","Isognomon","Isognomon ephippium","Inter_F",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
"428",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Mollusca","Gastropoda","Neritidae","Nerita","Nerita balteata","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"429",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Mollusca","Gastropoda","Neritidae","Nerita","Nerita yoldii","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"430",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Crustacea","Decapoda","Ocypodidae","Austruca","Austruca lactea","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"431",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Crustacea","Decapoda","Ocypodidae","Gelasimus","Gelasimus borealis","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"432",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Crustacea","Decapoda","Ocypodidae","Tubuca","Tubuca arcuata","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"433",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Crustacea","Decapoda","Ocypodidae","Tubuca","Tubuca paradussumieri","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"434",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Mollusca","Bivalvia","Ostreidae","Saccostrea","Saccostrea cuccullata","Inter_M",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
"435",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Mollusca","Gastropoda","Potamididae","Cerithidea","Cerithidea moerchii","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"436",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Crustacea","Decapoda","Sesarmidae","Clistocoeloma","Clistocoeloma merguiense","Inter_F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0
"437",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Crustacea","Decapoda","Sesarmidae","Parasesarma","Parasesarma affine","Inter_F",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0
"438",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Crustacea","Decapoda","Varunidae","Helice","Helice doerjesi","Supra",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
"439",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Crustacea","Decapoda","Sesarmidae","Sinosesarma","Sinosesarma tangi","Supra",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0
"440",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Crustacea","Decapoda","Macrophthalmidae","Macrophthalmus","Macrophthalmus convexus","Inter_M",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
"441",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Crustacea","Decapoda","Sesarmidae","Orisarma","Orisarma dehaani","Supra",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0
"442",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Crustacea","Decapoda","Sesarmidae","Orisarma","Orisamra neglectum","Supra",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0
"443",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Crustacea","Decapoda","Sesarmidae","Parasesarma","Parasesarma bidens","Inter_F",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0
"444",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Crustacea","Decapoda","Portunidae","Scylla","Scylla paramamosain","Sub",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
"445",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Mollusca","Gastropoda","Assimineidae","Assiminea","Optediceros breviculum","Supra",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"446",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Mollusca","Gastropoda","Assimineidae","Ovassiminea","Ovassiminea dohrniana","Supra",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"447",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Mollusca","Bivalvia","Cyrenidae","Geloina","Geloina expansa","Inter_F",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0
"448",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Crustacea","Decapoda","Dotillidae","Ilyoplax","Ilyoplax  formosensis","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"449",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Mollusca","Gastropoda","Ellobiidae","Ellobium","Ellobium aurisjudae","Supra",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"450",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Crustacea","Decapoda","Grapsidae","Metopograpsus","Metopograpsus frontalis","Supra",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"451",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Crustacea","Decapoda","Grapsidae","Metopograpsus","Metopograpsus latifrons","Supra",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"452",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Mollusca","Gastropoda","Littorinidae","Littoraria","Littoraria ardouiniana","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"453",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Mollusca","Gastropoda","Littorinidae","Littoraria","Littoraria melanostoma","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"454",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Crustacea","Decapoda","Macrophthalmidae","Macrophthalmus","Macrophthalmus tomentosus","Inter_M",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
"455",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Mollusca","Bivalvia","Mytilidae","Xenostrobus","Xenostrobus atratus","Inter_M",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
"456",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Mollusca","Gastropoda","Nassariidae","Nassarius","Nassarius sinarum","Inter_M",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"457",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Mollusca","Gastropoda","Nassariidae","Nassarius","Nassarius sp.2","Inter_M",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"458",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Mollusca","Gastropoda","Neritidae","Clithon","Clithon sowerbianum","Inter_F",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"459",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Mollusca","Gastropoda","Neritidae","Clithon","Clithon oualaniense","Inter_F",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"460",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Mollusca","Gastropoda","Neritidae","Neripteron","Neripteron violaceum","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"461",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Crustacea","Decapoda","Ocypodidae","Tubuca","Tubuca acuta","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"462",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Mollusca","Gastropoda","Onchidiidae","Onchidium","Onchidium sp. 1","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"463",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Mollusca","Bivalvia","Ostreidae","Crassostrea","Magallana gigas","Inter_M",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
"464",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Mollusca","Gastropoda","Potamididae","Pirenella","Pirenella alata","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"465",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Mollusca","Gastropoda","Potamididae","Pirenella","Pirenella asiatica","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"466",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Mollusca","Gastropoda","Potamididae","Terebralia","Terebralia sulcata","Inter_F",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"467",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Crustacea","Decapoda","Sesarmidae","Parasesarma","Parasesarma maipoense","Inter_F",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0
"468",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Crustacea","Decapoda","Sesarmidae","Parasesarma","Parasesarma ungulatum","Inter_F",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"469",12.1,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Mai Po",114.0458,22.499,"Crustacea","Decapoda","Sesarmidae","Orisarma","Orisarma intermedium","Supra",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,0
"470",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Crustacea","Decapoda","Diogenidae","Clibanarius","Clibanarius bimaculatus","Inter_M",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"471",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Bivalvia","Anomiidae","Enigmonia","Enigmonia aenigmatica","Inter_F",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0
"472",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Crustacea","Decapoda","Grapsidae","Metopograpsus","Metopograpsus frontalis","Inter_F",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"473",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Gastropoda","Littorinidae","Littoraria","Littoraria ardouiniana","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"474",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Gastropoda","Littorinidae","Littoraria","Littoraria articulata","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"475",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Gastropoda","Littorinidae","Littoraria","Littoraria melanostoma","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"476",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Gastropoda","Nassariidae","Nassarius","Nassarius sinarum","Inter_M",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"477",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Crustacea","Decapoda","Ocypodidae","Tubuca","Tubuca arcuata","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"478",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Crustacea","Decapoda","Ocypodidae","Tubuca","Tubuca paradussumieri","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"479",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Bivalvia","Ostreidae","Saccostrea","Saccostrea cuccullata","Inter_F",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
"480",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Gastropoda","Potamididae","Terebralia","Terebralia sulcata","Inter_F",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"481",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Crustacea","Decapoda","Sesarmidae","Neosarmatium","Neosarmatium indicum","Inter_F",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,0
"482",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Gastropoda","Cerithiidae","Cerithium","Cerithium coralium","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"483",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Crustacea","Decapoda","Dotillidae","Tmethypocoelis","Tmethypocoelis ceratophora","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"484",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Crustacea","Decapoda","Varunidae","Metaplax","Metaplax tredecim","Inter_M",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
"485",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Gastropoda","Cerithiidae","Clypeomorus","Clypeomorus pellucida","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"486",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Gastropoda","Lottiidae","Patelloida","Patelloida pygmaea","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"487",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Crustacea","Decapoda","Ocypodidae","Gelasimus","Gelasimus borealis","Inter_F",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,0
"488",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Crustacea","Decapoda","Sesarmidae","Sarmatium","Sarmatium germaini","Inter_F",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,0
"489",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Crustacea","Decapoda","Alpheidae","Alpheus","Alpheus brevicristatus","Inter_M",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0
"490",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Gastropoda","Batillaridae","Batillaria","Batillaria attramentaria","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"491",12.2,"SE-Asia","Indo West Pacific","Hong Kong","Meso","Ting Kok",114.12,22.28,"Mollusca","Gastropoda","Batillaridae","Batillaria","Batillaria cumingii","Inter_M",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
